,FICE,FSNOW,PRS,RFR,OCM,OCS,TCT,VCM,PPQ,SIAE
17,11.4927680417,4.8120437553,6.2796696319,0.564235879408,1.0,0.0,0.0,1.18068548983,0.818244979403,1.43362891467
18,6.17555733721,4.71316227135,5.408321021,0.428444915162,1.0,1.0,1.0,0.789383809033,0.900182406706,1.3545473564
19,10.4813373399,3.71173210984,5.4602939135,0.326648512571,-1.0,-1.0,-1.0,1.29233786539,0.38874378027,3.07291203359
20,11.973591171,4.03344461498,6.84597024739,0.467821732515,0.0,1.0,1.0,0.859995011225,0.655410997351,1.7839014462
21,4.86827337498,4.21985249504,5.79551557642,0.487479490766,0.0,0.0,-1.0,0.914815352146,0.653541887307,2.15178159763
22,11.5644908002,3.69908182717,5.03675491285,0.654843276348,-1.0,-1.0,0.0,0.94500452827,0.530670477823,2.00342819321
23,6.55022931191,5.42089251206,5.73372389309,0.512762003872,0.0,-1.0,-1.0,1.12612174079,0.53527100842,3.13276808379
24,4.30782295579,2.09519517937,5.94682288008,0.418824410299,0.0,0.0,1.0,1.13881425368,0.788551502419,2.65523880435
25,4.279299017,2.46112965932,5.1917627419,0.412035642815,0.0,1.0,0.0,1.11443880182,0.488552181851,2.26322258113
26,8.98253933854,5.36859659891,5.25047377887,0.641107146831,1.0,1.0,-1.0,1.22525218415,0.327075810532,2.21117108427
27,7.6727650409,3.04258819706,5.24145718099,0.662166537298,1.0,-1.0,-1.0,0.807236284403,0.534301675069,4.07062899412
28,10.7741586239,5.82745244248,5.84972011926,0.756100969289,1.0,1.0,-1.0,1.27080783761,0.417013832718,1.61647669152
29,10.1522166977,3.03242746714,6.83946053062,0.60386822209,-1.0,1.0,0.0,0.850623492226,0.300701682561,1.44138060917
30,6.76676982495,4.92985874389,6.53235207661,0.71034210208,0.0,-1.0,0.0,0.970263178176,0.390111055216,2.66914489101
31,9.69353454501,2.32463214012,5.26918776228,0.720150422167,0.0,1.0,0.0,0.754790273921,0.779577373663,3.98018049221
32,6.83059480203,3.17431951213,5.06408892004,0.502242277443,-1.0,0.0,0.0,0.942963593818,0.867360659098,1.49257777215
33,9.87734845935,3.95196168152,6.30751684932,0.666172322252,0.0,1.0,-1.0,1.30531890751,0.562981493057,2.24933941474
34,7.39682814237,4.2363428985,5.32939542435,0.357260727364,-1.0,1.0,1.0,1.04489479604,0.457978144804,2.42060880962
35,8.34006033491,5.18032297868,6.99361180464,0.64545278993,-1.0,-1.0,1.0,0.815769434814,0.412857980324,1.29189318512
36,9.02725539486,4.90962420766,6.32431858763,0.480925497104,0.0,0.0,1.0,1.17634573267,0.806062689596,1.80381390829
37,6.57896708247,2.83360274461,5.80590785927,0.729013221674,0.0,-1.0,1.0,0.88952218078,0.62438717668,1.4274882579
38,10.6925825852,2.68930447656,5.6098152051,0.446941724247,-1.0,-1.0,0.0,1.0691415573,0.43382529667,1.84131466609
39,10.5514040992,4.12800599497,5.38410926171,0.392272590922,0.0,0.0,1.0,0.949839147732,0.56719119526,1.9382256339
40,11.1473213624,4.39000489843,5.77683557912,0.486555221176,-1.0,0.0,-1.0,0.714663974409,0.555981048424,1.82557657417
41,11.780947588,4.21103290539,5.42640754744,0.527319415514,0.0,0.0,1.0,1.1769983275,0.703881362347,4.43112843194
42,7.40231261449,2.80344810906,5.405167247,0.501966523508,0.0,-1.0,1.0,0.903783307942,0.786593861193,3.08888562616
43,9.60932444265,4.46285737686,5.71282915347,0.494753809011,-1.0,-1.0,0.0,1.26399814141,0.252750274734,1.40401590523
44,11.7405752736,3.53031986784,6.55404470354,0.725894098284,1.0,0.0,1.0,1.08524806985,0.658964764564,2.02379684633
45,9.44634313486,2.91056903309,5.12965628791,0.28011053448,1.0,1.0,0.0,0.913090538322,0.671457859947,3.84518802524
46,6.48004370226,2.79762009231,6.74657853413,0.621062295394,-1.0,1.0,-1.0,0.859186256362,0.774171123679,1.59263161696
47,5.65155579867,3.93312276858,6.30226695054,0.714507696602,-1.0,0.0,-1.0,1.12530145848,0.635010582162,2.4235099151
48,8.93558317343,2.41707462583,5.88301735912,0.642236480633,0.0,0.0,1.0,1.33312098148,0.873348315665,1.44403826354
49,8.87570343375,3.18383287186,6.05124475452,0.450114750898,1.0,0.0,-1.0,0.825262101912,0.630426967363,2.68699386574
50,6.05666769821,5.10137919327,6.73887559292,0.488349485349,1.0,0.0,1.0,1.15773625021,0.39913701133,1.23479602441
51,8.89356209367,3.81821670736,5.1968173081,0.386612178696,1.0,1.0,0.0,1.07059787045,0.866225460845,1.58199103212
52,8.17238775222,5.91492535304,6.73566838304,0.514823677276,1.0,0.0,-1.0,1.01831147081,0.330081889845,1.19608049603
53,8.61894186159,5.28091065434,6.08565038267,0.742225946789,-1.0,-1.0,0.0,1.2986518164,0.412400830679,3.37468784657
54,10.2607112784,5.43977597325,6.13185433075,0.641483760962,0.0,0.0,1.0,0.798567994193,0.603554233231,2.67255219883
55,4.68159331345,5.10461375797,6.80142165824,0.325304284852,0.0,0.0,1.0,1.0870352153,0.560075339386,1.2840680873
56,8.16797664581,5.01685292413,6.99055376511,0.319659277213,0.0,0.0,1.0,1.00393932575,0.730610700321,1.79230734991
57,6.39569782937,3.03998666964,5.24845624935,0.370926007802,0.0,0.0,-1.0,0.947799091742,0.885917957905,1.53564825305
58,7.41584928371,3.99626308322,5.13920568694,0.593847930493,0.0,0.0,1.0,1.19771597611,0.502470525084,2.91757947909
59,4.58098376074,3.36512671818,6.10773158682,0.467396164263,1.0,0.0,1.0,1.17985162409,0.698919448867,2.89045073186
60,10.5810716348,4.91884244164,6.33421372948,0.368813174531,0.0,1.0,1.0,1.16657762727,0.43952629561,2.08044793827
61,5.62979234261,5.32058702948,6.57890987239,0.582278009789,1.0,1.0,-1.0,1.08729475152,0.825319018033,1.77608075478
62,5.38220827535,3.81736720989,6.78023271966,0.617496423272,-1.0,-1.0,1.0,0.959151376709,0.787879718859,1.07980994154
63,10.7175186071,4.11618287844,6.28356175701,0.361384344807,0.0,0.0,0.0,1.33739245681,0.688281894329,1.55447191646
64,6.04275005419,3.77944788113,5.53583601895,0.375775141035,1.0,1.0,0.0,1.16087211276,0.514936241401,2.0418138924
65,4.30201814945,2.70489837038,5.77035121184,0.371582331086,1.0,-1.0,1.0,0.772644038761,0.47014558211,2.13389134679
66,10.6474660547,2.662767606,5.96179408555,0.345092075136,-1.0,1.0,0.0,1.01274133905,0.794464722987,1.23111014107
67,5.81451319519,2.46038970996,6.5103496497,0.292284388631,1.0,1.0,-1.0,0.965130737548,0.30867239293,2.1474747782
68,8.01860068422,5.20632145017,5.04378106706,0.711835010443,1.0,0.0,0.0,0.807905530804,0.700904068661,1.97612589461
69,8.04980555052,5.03193420116,5.31914339448,0.62821103534,0.0,1.0,0.0,1.25615802518,0.717946683245,1.05032938906
70,7.72977627618,3.49862903591,5.07380112601,0.761958530602,-1.0,-1.0,0.0,1.18627837463,0.682443294269,1.1067489217
71,6.60976565062,4.05313685119,6.79635857066,0.497892420701,1.0,-1.0,1.0,0.813908498337,0.489740417979,1.04809971379
72,8.7912671712,3.61498285706,5.73584742834,0.57675947902,-1.0,1.0,1.0,0.897997342367,0.383523478534,1.9194907672
73,11.0976959668,4.82205990362,6.77826199105,0.631737662846,1.0,0.0,-1.0,0.681191005649,0.405528645152,2.01352450445
74,6.48727394864,4.61530320484,5.08689353104,0.39074799214,1.0,1.0,-1.0,1.08429027346,0.428887417965,1.71130596136
75,11.7575310528,4.51466505193,5.49597775056,0.278466971855,1.0,-1.0,0.0,0.919038518765,0.373216498078,1.2817848962
76,9.59838067247,3.14476695305,6.76758831247,0.744310696219,0.0,1.0,-1.0,1.29729578934,0.847216793019,1.68268408138
77,8.4479253583,3.53559848376,6.1522365012,0.582149444269,-1.0,1.0,0.0,1.22657669053,0.460550766997,2.12907834603
78,5.28795773867,2.34927222315,5.8433413632,0.764088863594,-1.0,0.0,-1.0,1.10255256381,0.408581007457,1.75579285603
79,10.2563710158,4.43633524188,6.00000436938,0.248564164774,-1.0,1.0,0.0,0.933067577482,0.881500323141,1.69179982444
80,8.60402485239,5.32819262903,5.79273012256,0.727189044414,0.0,0.0,-1.0,0.741710007428,0.538327693912,1.85621959372
81,8.93225990681,4.3177060371,6.11736666671,0.298836207286,0.0,0.0,0.0,1.17509857356,0.832738855716,2.3935448049
82,5.01109827578,4.96315024127,5.24623808954,0.476223297355,-1.0,1.0,0.0,1.21390548771,0.696340375491,1.38086499396
83,6.69488577061,3.62133737436,5.27032586895,0.543208567624,0.0,0.0,1.0,0.804664317481,0.686016185443,2.15590960713
84,6.89621072334,3.78500736254,5.43924062586,0.459179362012,-1.0,-1.0,0.0,1.04142366637,0.469976212292,1.14000732894
85,7.05329477215,4.28194229456,5.62969256099,0.441814389922,1.0,0.0,1.0,1.06279524797,0.41585353752,1.75018848294
86,5.443286456,4.24181317288,6.17628700772,0.626835624075,1.0,0.0,1.0,1.13753110001,0.576357846304,1.09498352086
87,9.99374782148,3.53858531128,6.36905978237,0.743309299632,0.0,-1.0,0.0,1.24747241419,0.547729490467,1.2210688261
88,8.52438065033,5.37499865223,6.39389000379,0.526950856099,1.0,0.0,1.0,1.05118579947,0.740084503273,2.04589466777
89,4.8947164627,2.16563256097,5.20165190666,0.531774073649,1.0,0.0,1.0,1.29072867677,0.66488151128,4.90723877377
90,7.3152043595,4.75366139849,5.32466689763,0.32862482395,1.0,0.0,-1.0,1.14740655422,0.631126347366,1.25588125807
91,5.15892033166,5.16852729782,6.20360408515,0.362302288805,-1.0,1.0,-1.0,0.863486709928,0.820785922654,1.12417842642
92,4.15463748933,2.18944141177,5.83368721974,0.50697411198,0.0,-1.0,-1.0,1.14416851869,0.82961213312,3.46791572762
93,10.8550994027,2.77263326014,5.05513988895,0.583501927486,0.0,-1.0,-1.0,0.704267641083,0.707380914651,1.64578118264
94,5.2029473731,3.90333037697,6.57732084231,0.556971620699,-1.0,-1.0,-1.0,1.02697964079,0.647760855455,3.11603205062
95,5.26375045013,3.47293833117,5.61470313887,0.341782608914,0.0,1.0,0.0,0.650034479214,0.550675750451,1.99024166941
96,9.254257023,3.66115795017,6.2500286199,0.345338354295,1.0,0.0,-1.0,0.885928641795,0.79537446814,3.27245476713
97,8.86845442926,5.56146912763,6.34267852096,0.561226592285,-1.0,-1.0,0.0,1.28339665826,0.339257094442,3.15347440926
98,6.98425698504,5.13081133188,6.86578167297,0.342933885439,0.0,-1.0,-1.0,0.866595246095,0.444601255806,1.97343567401
99,10.2245425157,5.07914646452,6.88139274588,0.537703154874,-1.0,1.0,-1.0,0.870564686175,0.386618136843,3.63649535335
100,8.46348081587,4.70741183821,5.52837299196,0.421020718696,0.0,1.0,0.0,0.967164856901,0.278324476424,1.45303536079
101,5.95395244269,2.07256696368,6.77212405532,0.58546597198,-1.0,0.0,1.0,1.02764384886,0.775927669045,3.29413824457
102,10.6303680225,4.19371944427,6.28917274829,0.664019828718,0.0,1.0,-1.0,0.777014457146,0.701529131579,4.03783092022
103,6.40124751239,4.55385583808,6.6511510409,0.535393840126,0.0,1.0,-1.0,1.1091991181,0.895004242297,5.45630163513
104,10.0913947515,4.64679978289,5.57398374571,0.380146286909,-1.0,1.0,0.0,1.1905104459,0.499338806311,1.78676137004
105,7.21788779578,4.00591596702,5.64937223008,0.454287826894,-1.0,1.0,1.0,0.748481793436,0.731932126823,3.1267110949
106,10.0278868545,4.11454982418,6.41472998925,0.606392344347,-1.0,1.0,0.0,1.02665491047,0.766569464343,1.26568433002
107,9.12283374492,2.64127659404,6.74479693191,0.472904279803,1.0,-1.0,0.0,0.944006166212,0.549803736875,1.57458184377
108,5.7977870009,4.93849765022,5.47753706111,0.290750995948,1.0,-1.0,0.0,0.936053027991,0.789257589045,1.30863372653
109,4.57503723375,2.40328550582,5.04878569838,0.630767407928,1.0,-1.0,0.0,0.802077600915,0.498761512712,1.67439413077
110,9.96854897874,4.33878018103,6.81857191284,0.261865102625,-1.0,1.0,-1.0,1.26857022518,0.350948495741,1.48847710024
111,6.88751149463,4.77378560413,5.33007917964,0.64888539627,0.0,0.0,1.0,1.0929358247,0.713646076656,1.18879398883
112,5.13595707603,2.48989397641,6.81353392672,0.482480114939,0.0,-1.0,1.0,0.887323776444,0.939824679416,1.5080916685
113,11.4828418032,4.0219871748,6.59076805225,0.394311521306,-1.0,0.0,0.0,1.00526027478,0.666933958515,2.11011887503
114,6.47515998785,3.01664124191,5.58470478666,0.766275125203,0.0,1.0,1.0,0.765412907985,0.638502617803,2.54742163085
115,7.44153968368,3.65919358052,5.35331698023,0.36548323119,-1.0,1.0,0.0,0.756345513014,0.755906306257,1.95852448328
116,4.65932764979,5.51506818569,5.00850559376,0.415302288062,1.0,1.0,0.0,1.09800240566,0.489470966665,1.46327734619
117,7.98952243539,3.22010337048,5.19305429065,0.677793207653,-1.0,-1.0,-1.0,1.1288547305,0.809269951538,1.38038050898
118,10.5693304484,4.5457772076,5.20917683089,0.615299590542,-1.0,1.0,0.0,0.757210649104,0.740546831359,1.15809054618
119,5.17462364236,5.49319278054,5.12231991107,0.3043470698,0.0,1.0,1.0,1.23310127918,0.663644772165,2.63306862716
120,4.45132649735,3.93876857499,5.76199067592,0.459910053868,-1.0,1.0,1.0,1.11017800496,0.691929886038,3.90965017691
121,4.1551291513,5.27375495321,5.76877161202,0.653513570706,0.0,1.0,1.0,0.829645200112,0.264736319008,2.29542073566
122,10.7447742875,2.51098060206,5.0702244123,0.52051367074,-1.0,-1.0,1.0,0.93059375909,0.598974231351,1.16249274856
123,6.53864594249,5.63537864381,5.34929076269,0.452530487579,0.0,1.0,0.0,0.926696980266,0.838247585298,1.79933212516
124,4.34496181477,4.49033564589,6.70433612705,0.518722651651,0.0,1.0,-1.0,0.948773617751,0.640718326343,5.02099608761
125,6.35456845595,4.76699414686,5.4598924019,0.381345862543,1.0,0.0,1.0,0.944707325024,0.596320066727,1.32697518417
126,9.95305816745,3.76273821513,6.68320159627,0.454035448788,0.0,1.0,1.0,1.15315432345,0.521169869014,3.08386865826
127,7.6307708045,5.89515203837,6.5432174723,0.550442224066,0.0,0.0,0.0,0.683414555183,0.52253359975,1.41688076121
128,9.62922253379,3.43049354368,5.50757636231,0.236384156245,0.0,-1.0,0.0,1.03591657973,0.843188443425,1.37143013385
129,6.51267491466,5.75322614535,5.98864488566,0.697851978645,1.0,0.0,0.0,1.05636096228,0.552219359829,2.17556278452
130,9.55745374392,3.26688066313,5.87753161285,0.479523615277,1.0,1.0,0.0,1.08247434917,0.783840027747,3.16261089328
131,11.846550896,3.35151570559,5.83791069733,0.398178502295,-1.0,1.0,-1.0,0.97190439097,0.466356637875,2.8754839608
132,5.69489909601,3.69021536675,5.0538747769,0.654229124919,-1.0,0.0,-1.0,0.937963508625,0.610897601515,2.29315131509
133,11.3798241171,2.73613222114,6.46854508963,0.625238644394,0.0,-1.0,-1.0,1.26419926223,0.588589454645,1.65035312208
134,10.9294171059,3.84942115704,5.88130911496,0.705624600615,0.0,1.0,1.0,1.11114202876,0.646331420597,1.42384095163
135,11.017958112,5.76537933933,5.58399465936,0.460045556094,1.0,1.0,0.0,0.784178474895,0.792292310601,1.33936571894
136,9.82738572889,5.49990564564,6.71745160687,0.629348594437,1.0,0.0,0.0,1.09650421228,0.5068343846,1.49808465379
137,6.00774393894,2.67665467443,5.71889638858,0.68553129977,0.0,1.0,-1.0,0.927008239146,0.898548641156,2.43416171851
138,6.84359521872,3.87907121976,6.43356510682,0.449097629161,1.0,1.0,0.0,1.31227152908,0.92572823112,1.05623089888
139,9.49401380735,3.28232109729,5.87105919426,0.499273664866,-1.0,-1.0,1.0,0.872362587763,0.424605865529,1.68436394907
140,9.76173372923,2.27148340334,5.25745325557,0.452105730465,-1.0,-1.0,1.0,0.763766212126,0.409591774315,2.32790952834
141,7.27272583079,5.09289867056,6.6891515412,0.391486182808,0.0,-1.0,0.0,0.861471940724,0.393358717882,1.16162884336
142,9.24330743936,3.44972085549,5.86391395851,0.498426221707,0.0,-1.0,1.0,0.931900553568,0.505389481384,1.91378673272
143,9.36778354991,3.5946760909,5.47306064974,0.560601276308,0.0,1.0,1.0,1.24662255591,0.271803566057,1.07227794933
144,9.11073628814,3.55291596245,6.66414817627,0.401802262401,0.0,-1.0,-1.0,1.30300363373,0.536019799027,1.55864588562
145,9.22837915661,3.79833586532,6.96704210948,0.433937939789,1.0,1.0,1.0,1.15569431664,0.849604731608,1.17264428004
146,11.1690845847,4.3065419334,5.31665038591,0.680991780164,1.0,-1.0,1.0,0.818486130939,0.751998498761,3.39597418078
147,7.55808619969,3.5093881252,6.45613679292,0.512190495386,-1.0,-1.0,0.0,1.0401870392,0.843484602023,2.46500540071
148,6.25310154415,4.93329510473,5.54774175926,0.558409558382,0.0,-1.0,0.0,0.854462955465,0.263054202899,1.36036284308
149,11.8960776303,3.99383437619,6.65685926059,0.289281187095,0.0,0.0,1.0,1.05581259175,0.67511287451,1.44792261234
150,11.7225187644,3.85897962304,5.79931883954,0.499616225436,0.0,-1.0,1.0,0.954511271856,0.793832838885,1.85185804718
151,6.08580599365,3.98360096936,5.90766070828,0.414759218355,-1.0,1.0,0.0,0.978322866878,0.541078854831,2.79354144096
152,9.0699751506,3.23629246932,5.1891676825,0.578950358067,1.0,0.0,-1.0,1.11669578332,0.367503315713,2.564327345
153,8.85811860571,3.97050483161,6.35175482402,0.391741829284,1.0,1.0,-1.0,0.988283548376,0.90312386123,2.53195931359
154,8.35498957191,4.73918719786,6.58862584802,0.364513153482,1.0,-1.0,-1.0,0.998144551528,0.526250921841,1.88131032974
155,8.96928945099,6.12186684947,6.13406637907,0.713762287989,1.0,1.0,-1.0,1.01066565731,0.837232912664,2.38686265171
156,11.1528105709,4.5103043204,5.35493325699,0.36083178575,1.0,0.0,1.0,1.15109250619,0.816089553787,1.62989606447
157,7.34828512927,3.29787411722,5.49073488705,0.672827567819,1.0,1.0,0.0,0.793787298656,0.478188034202,1.67520435908
158,10.3103870397,5.68401451848,5.46428226101,0.275722842784,-1.0,0.0,-1.0,0.890882254164,0.797678301662,7.67786322748
159,7.41857993863,2.51961688784,6.92071403764,0.655442202654,-1.0,0.0,1.0,1.30147374922,0.776446802382,1.65131839644
160,7.24442635401,4.78389583575,5.90251167655,0.716112822836,0.0,1.0,0.0,0.810508640636,0.607815476608,1.30301504837
161,4.95120238535,3.36824338991,5.38829215498,0.437524603557,1.0,0.0,-1.0,1.2576651207,0.897169099501,2.93263139193
162,4.05741400586,3.58185540997,6.76247126332,0.570952726469,0.0,1.0,0.0,0.899794391249,0.404148303235,2.32300638727
163,10.4079798613,2.43871325673,5.9217223364,0.696161167045,0.0,0.0,0.0,0.953821830181,0.496650897786,1.50668548326
164,6.43333355412,3.95391354099,6.04437500968,0.350317803328,-1.0,-1.0,0.0,0.984168676234,0.534803603854,2.6600963207
165,4.14045509292,2.91898311349,5.97543783323,0.303573907888,-1.0,-1.0,-1.0,1.0219532903,0.543661574451,1.67761401745
166,7.23852021472,2.75976076876,6.77481332405,0.622285779292,0.0,0.0,-1.0,0.788301346554,0.455960744119,3.10816243314
167,9.08830379241,3.11880658277,5.06064577025,0.687187152929,-1.0,0.0,-1.0,1.07118155259,0.735990632043,1.28250399763
168,5.80674471458,4.64073961697,5.12661591454,0.593193016024,1.0,1.0,0.0,1.17192137878,0.579846121223,2.31795076866
169,6.15654944972,4.02991122879,5.38735822697,0.716811935741,0.0,1.0,0.0,1.14792578138,0.763255367381,1.42157588843
170,9.78331178148,2.39449314358,6.21931163492,0.41626042033,-1.0,-1.0,0.0,1.18180737674,0.503872728895,1.89990247095
171,4.64049601146,2.88509371293,5.08098721102,0.470918531963,1.0,-1.0,0.0,0.983553860641,0.437193837689,1.83806832873
172,4.83092286862,2.90381039098,6.73121613523,0.688372580385,0.0,-1.0,0.0,0.824372309139,0.395686495659,1.20996248541
173,4.40687672621,4.49154397209,6.43663345738,0.696941612373,0.0,0.0,-1.0,0.679627620363,0.848879568053,1.98060186667
174,6.26556687148,2.76845211193,6.19067655798,0.688567114953,0.0,0.0,0.0,1.23793743617,0.73493060388,1.94066271469
175,10.6801044954,4.99611992425,6.08684742655,0.347275085072,1.0,1.0,1.0,1.11373103075,0.845776628467,2.01977964013
176,5.27461116287,4.04224342717,5.45356214313,0.532922250771,-1.0,-1.0,1.0,1.16349248082,0.620604298588,2.5738161968
177,7.81035295665,3.37985273803,6.46768631879,0.506950641892,0.0,0.0,0.0,0.909594313902,0.582073310457,2.5071693279
178,6.9530599589,3.96587338617,6.71267646531,0.647066089041,-1.0,1.0,0.0,1.06694408596,0.773132719949,2.41139516874
179,8.1404680321,2.24280161232,5.34552451438,0.722595672939,0.0,0.0,-1.0,1.20874791527,0.698244051506,1.44926638409
180,6.59304118826,5.5117709711,6.41931916049,0.659715950664,-1.0,0.0,0.0,1.08623603274,0.702831686261,2.30302985664
181,8.87788824738,4.33541972427,6.26045793351,0.706336286273,-1.0,-1.0,-1.0,0.743143449545,0.525714166218,2.02712575888
182,11.2887322921,4.84732270391,5.38110658265,0.591249936414,1.0,1.0,0.0,0.902567879791,0.517036074461,3.40029243281
183,9.67691456383,2.58069521796,6.71862072001,0.749810857766,0.0,0.0,0.0,1.25652370085,0.298652649449,2.3217233194
184,7.83837331532,2.85741291342,6.92904118709,0.612706049762,0.0,0.0,-1.0,0.967921950723,0.745319255286,1.36223248096
185,9.17837159645,4.79312808666,6.66293798881,0.649990642802,0.0,1.0,0.0,0.686132112053,0.521584163655,1.3014415986
186,8.90141464936,2.67346437687,5.10739842044,0.512673516761,1.0,1.0,1.0,0.842666141752,0.777366611847,1.63570248286
187,7.1232593613,3.9065554735,6.60566486726,0.413513497,0.0,0.0,-1.0,0.797368899312,0.274016390747,3.36881617746
188,5.89273581048,5.16431165499,5.95940992745,0.581165070066,-1.0,1.0,-1.0,0.936303377489,0.765523463073,2.74702216595
189,8.02153355812,4.11876245775,5.43419707148,0.363378347452,1.0,-1.0,-1.0,0.809610569994,0.562682961011,1.91586752136
190,6.09144925667,4.90425358606,5.98113842819,0.574188578296,1.0,0.0,1.0,1.01855817058,0.649432330185,1.62767085089
191,9.21169804154,5.19192537408,6.67666504985,0.474149259208,0.0,-1.0,-1.0,1.2155378348,0.644964258884,1.14716604211
192,6.3851446296,4.24010503225,5.31011052013,0.523695558382,1.0,-1.0,-1.0,1.19469847293,0.824080674481,1.2070006002
193,5.53966104499,4.40217000008,5.39203570022,0.484623795763,-1.0,0.0,-1.0,0.8807908391,0.760231941446,1.0613102783
194,8.96556693723,5.28971018968,6.21335656222,0.607872083418,-1.0,0.0,-1.0,0.991789405417,0.59818192252,3.55774790131
195,4.71488306692,2.95013554933,5.08589880363,0.702091332767,1.0,1.0,0.0,0.998270188002,0.59795114567,1.41159257342
196,7.36332001986,3.4230268852,6.49567340964,0.258602078532,1.0,-1.0,0.0,1.24983167423,0.540298358967,1.3987286969
197,8.31175866893,3.15091119288,6.9404941534,0.664976338676,-1.0,0.0,-1.0,1.04571091556,0.884519247179,1.51109513546
198,5.05215523226,5.09460178359,5.60379866873,0.468870278387,-1.0,0.0,1.0,1.05892877079,0.862413343099,3.74552052322
199,8.91085024371,6.09805980406,6.98655292783,0.733780011178,-1.0,-1.0,1.0,1.14452304219,0.623884338706,1.09680946536
200,4.79418402728,4.04494578827,6.78441447285,0.577515105745,1.0,0.0,-1.0,1.19156640624,0.363868956714,2.25308267076
201,7.20069474483,4.41787850279,5.5933845433,0.724630818579,-1.0,0.0,0.0,0.858770776745,0.756293946778,2.53356936994
202,5.59797543084,4.47664187988,6.39818043369,0.739015621029,0.0,-1.0,1.0,0.736718042221,0.60508854704,1.69966787952
203,6.72190116814,2.95723141406,5.02436964223,0.368238833081,0.0,-1.0,-1.0,0.973699924076,0.487304973647,2.30719329637
204,7.54330556111,5.30742239232,6.42434797206,0.423935388561,1.0,-1.0,-1.0,0.760743485299,0.629921075897,2.60965002501
205,5.22365960918,2.95376339826,6.50194858804,0.504664776523,1.0,1.0,0.0,1.19265402901,0.426928310708,2.15038334227
206,6.62373372707,6.05950330617,6.35595367523,0.633994740802,1.0,0.0,1.0,1.14113686742,0.555823232294,1.14880057993
207,8.51889528082,5.79330579268,6.51839278471,0.506078216452,0.0,0.0,1.0,0.950709162882,0.421852322058,2.90572568572
208,9.27549353734,5.17378551212,5.29951193907,0.719107687303,-1.0,0.0,1.0,0.867862085537,0.726278733805,2.69365043735
209,4.69631346969,6.0816301273,6.0199321506,0.249817571739,0.0,0.0,-1.0,1.18860219846,0.523526007753,1.69408776112
210,7.51147640414,3.60373877293,5.40687398745,0.457473501557,0.0,-1.0,-1.0,0.700247595022,0.564730527819,3.06209832185
211,9.96480269747,2.77813128967,6.07628221397,0.241027400603,0.0,1.0,0.0,1.02324695687,0.492961020587,1.70265034957
212,9.58369037324,4.87449420161,5.22239611973,0.373832456283,1.0,0.0,1.0,0.727434527215,0.250532566902,1.56391407229
213,7.21187199044,3.45849223131,5.4561176489,0.475601087518,0.0,-1.0,-1.0,0.952329090714,0.361051263454,1.44520700383
214,9.41785723757,3.86034103705,6.20494458052,0.611354475967,1.0,-1.0,1.0,1.30854415585,0.332641752499,2.10044609584
215,5.91887320246,4.83070903388,5.09826815685,0.247024942062,1.0,0.0,-1.0,0.900620279119,0.696092876941,2.33939503813
216,9.73522384054,5.55281720551,6.18870651106,0.457926591034,-1.0,-1.0,0.0,0.897851301606,0.569534935916,2.67755720964
