id,SIAE,SSAN,PPQ,TEFO,PHIMIN,PHIMAX,ZMIN,ZMAX,UTHRESH,SLDL
87,3.8330078125,3.35498046875,0.33994140625,0.0337646484375,10.17578125,40.0927734375,-504.8828125,594.7265625,58.7890625,regularized_coulomb
88,1.1904296875,3.09521484375,0.17490234375,0.031030273437500002,22.48046875,41.2548828125,-47.8515625,805.6640625,41.2890625,regularized_coulomb
89,2.2392578125,3.09521484375,0.17490234375,0.031030273437500002,22.48046875,41.2548828125,-47.8515625,805.6640625,41.2890625,regularized_coulomb
90,1.1904296875,3.37060546875,0.17490234375,0.031030273437500002,22.48046875,41.2548828125,-47.8515625,805.6640625,41.2890625,regularized_coulomb
91,1.1904296875,3.09521484375,0.26181640625,0.031030273437500002,22.48046875,41.2548828125,-47.8515625,805.6640625,41.2890625,regularized_coulomb
92,1.1904296875,3.09521484375,0.17490234375,0.030483398437500003,22.48046875,41.2548828125,-47.8515625,805.6640625,41.2890625,regularized_coulomb
93,1.1904296875,3.09521484375,0.17490234375,0.031030273437500002,14.55078125,41.2548828125,-47.8515625,805.6640625,41.2890625,regularized_coulomb
94,1.1904296875,3.09521484375,0.17490234375,0.031030273437500002,22.48046875,43.3740234375,-47.8515625,805.6640625,41.2890625,regularized_coulomb
95,1.1904296875,3.09521484375,0.17490234375,0.031030273437500002,22.48046875,41.2548828125,-348.6328125,805.6640625,41.2890625,regularized_coulomb
96,1.1904296875,3.09521484375,0.17490234375,0.031030273437500002,22.48046875,41.2548828125,-47.8515625,625.9765625,41.2890625,regularized_coulomb
97,1.1904296875,3.09521484375,0.17490234375,0.031030273437500002,22.48046875,41.2548828125,-47.8515625,805.6640625,42.5390625,regularized_coulomb
98,2.2392578125,3.37060546875,0.26181640625,0.030483398437500003,14.55078125,43.3740234375,-348.6328125,625.9765625,42.5390625,regularized_coulomb
99,2.6904296875,3.34521484375,0.42490234375,0.0485302734375,12.48046875,43.7548828125,-547.8515625,305.6640625,61.2890625,regularized_coulomb
100,3.7392578125,3.34521484375,0.42490234375,0.0485302734375,12.48046875,43.7548828125,-547.8515625,305.6640625,61.2890625,regularized_coulomb
101,2.6904296875,3.12060546875,0.42490234375,0.0485302734375,12.48046875,43.7548828125,-547.8515625,305.6640625,61.2890625,regularized_coulomb
102,2.6904296875,3.34521484375,0.51181640625,0.0485302734375,12.48046875,43.7548828125,-547.8515625,305.6640625,61.2890625,regularized_coulomb
103,2.6904296875,3.34521484375,0.42490234375,0.047983398437500005,12.48046875,43.7548828125,-547.8515625,305.6640625,61.2890625,regularized_coulomb
104,2.6904296875,3.34521484375,0.42490234375,0.0485302734375,24.55078125,43.7548828125,-547.8515625,305.6640625,61.2890625,regularized_coulomb
105,2.6904296875,3.34521484375,0.42490234375,0.0485302734375,12.48046875,40.8740234375,-547.8515625,305.6640625,61.2890625,regularized_coulomb
106,2.6904296875,3.34521484375,0.42490234375,0.0485302734375,12.48046875,43.7548828125,-848.6328125,305.6640625,61.2890625,regularized_coulomb
107,2.6904296875,3.34521484375,0.42490234375,0.0485302734375,12.48046875,43.7548828125,-547.8515625,125.9765625,61.2890625,regularized_coulomb
108,2.6904296875,3.34521484375,0.42490234375,0.0485302734375,12.48046875,43.7548828125,-547.8515625,305.6640625,62.5390625,regularized_coulomb
109,3.7392578125,3.12060546875,0.51181640625,0.047983398437500005,24.55078125,40.8740234375,-848.6328125,125.9765625,62.5390625,regularized_coulomb
110,3.4404296875,3.22021484375,0.29990234375,0.0222802734375,17.48046875,42.5048828125,-297.8515625,55.6640625,71.2890625,regularized_coulomb
111,2.9892578125,3.22021484375,0.29990234375,0.0222802734375,17.48046875,42.5048828125,-297.8515625,55.6640625,71.2890625,regularized_coulomb
112,3.4404296875,3.24560546875,0.29990234375,0.0222802734375,17.48046875,42.5048828125,-297.8515625,55.6640625,71.2890625,regularized_coulomb
113,3.4404296875,3.22021484375,0.63681640625,0.0222802734375,17.48046875,42.5048828125,-297.8515625,55.6640625,71.2890625,regularized_coulomb
114,3.4404296875,3.22021484375,0.29990234375,0.0217333984375,17.48046875,42.5048828125,-297.8515625,55.6640625,71.2890625,regularized_coulomb
115,3.4404296875,3.22021484375,0.29990234375,0.0222802734375,19.55078125,42.5048828125,-297.8515625,55.6640625,71.2890625,regularized_coulomb
116,3.4404296875,3.22021484375,0.29990234375,0.0222802734375,17.48046875,42.1240234375,-297.8515625,55.6640625,71.2890625,regularized_coulomb
117,3.4404296875,3.22021484375,0.29990234375,0.0222802734375,17.48046875,42.5048828125,-98.6328125,55.6640625,71.2890625,regularized_coulomb
118,3.4404296875,3.22021484375,0.29990234375,0.0222802734375,17.48046875,42.5048828125,-297.8515625,375.9765625,71.2890625,regularized_coulomb
119,3.4404296875,3.22021484375,0.29990234375,0.0222802734375,17.48046875,42.5048828125,-297.8515625,55.6640625,52.5390625,regularized_coulomb
120,2.9892578125,3.24560546875,0.63681640625,0.0217333984375,19.55078125,42.1240234375,-98.6328125,375.9765625,52.5390625,regularized_coulomb
121,1.9404296875,3.47021484375,0.54990234375,0.0397802734375,27.48046875,40.0048828125,-797.8515625,555.6640625,51.2890625,regularized_coulomb
122,1.4892578125,3.47021484375,0.54990234375,0.0397802734375,27.48046875,40.0048828125,-797.8515625,555.6640625,51.2890625,regularized_coulomb
123,1.9404296875,3.49560546875,0.54990234375,0.0397802734375,27.48046875,40.0048828125,-797.8515625,555.6640625,51.2890625,regularized_coulomb
124,1.9404296875,3.47021484375,0.38681640625,0.0397802734375,27.48046875,40.0048828125,-797.8515625,555.6640625,51.2890625,regularized_coulomb
125,1.9404296875,3.47021484375,0.54990234375,0.0392333984375,27.48046875,40.0048828125,-797.8515625,555.6640625,51.2890625,regularized_coulomb
126,1.9404296875,3.47021484375,0.54990234375,0.0397802734375,29.55078125,40.0048828125,-797.8515625,555.6640625,51.2890625,regularized_coulomb
127,1.9404296875,3.47021484375,0.54990234375,0.0397802734375,27.48046875,44.6240234375,-797.8515625,555.6640625,51.2890625,regularized_coulomb
128,1.9404296875,3.47021484375,0.54990234375,0.0397802734375,27.48046875,40.0048828125,-598.6328125,555.6640625,51.2890625,regularized_coulomb
129,1.9404296875,3.47021484375,0.54990234375,0.0397802734375,27.48046875,40.0048828125,-797.8515625,875.9765625,51.2890625,regularized_coulomb
130,1.9404296875,3.47021484375,0.54990234375,0.0397802734375,27.48046875,40.0048828125,-797.8515625,555.6640625,72.5390625,regularized_coulomb
131,1.4892578125,3.49560546875,0.38681640625,0.0392333984375,29.55078125,44.6240234375,-598.6328125,875.9765625,72.5390625,regularized_coulomb
132,2.3154296875,3.15771484375,0.48740234375,0.0354052734375,29.98046875,41.8798828125,-422.8515625,180.6640625,76.2890625,regularized_coulomb
133,3.3642578125,3.15771484375,0.48740234375,0.0354052734375,29.98046875,41.8798828125,-422.8515625,180.6640625,76.2890625,regularized_coulomb
134,2.3154296875,3.18310546875,0.48740234375,0.0354052734375,29.98046875,41.8798828125,-422.8515625,180.6640625,76.2890625,regularized_coulomb
135,2.3154296875,3.15771484375,0.32431640625,0.0354052734375,29.98046875,41.8798828125,-422.8515625,180.6640625,76.2890625,regularized_coulomb
136,2.3154296875,3.15771484375,0.48740234375,0.0173583984375,29.98046875,41.8798828125,-422.8515625,180.6640625,76.2890625,regularized_coulomb
137,2.3154296875,3.15771484375,0.48740234375,0.0354052734375,22.05078125,41.8798828125,-422.8515625,180.6640625,76.2890625,regularized_coulomb
138,2.3154296875,3.15771484375,0.48740234375,0.0354052734375,29.98046875,43.9990234375,-422.8515625,180.6640625,76.2890625,regularized_coulomb
139,2.3154296875,3.15771484375,0.48740234375,0.0354052734375,29.98046875,41.8798828125,-723.6328125,180.6640625,76.2890625,regularized_coulomb
140,2.3154296875,3.15771484375,0.48740234375,0.0354052734375,29.98046875,41.8798828125,-422.8515625,750.9765625,76.2890625,regularized_coulomb
141,2.3154296875,3.15771484375,0.48740234375,0.0354052734375,29.98046875,41.8798828125,-422.8515625,180.6640625,77.5390625,regularized_coulomb
142,3.3642578125,3.18310546875,0.32431640625,0.0173583984375,22.05078125,43.9990234375,-723.6328125,750.9765625,77.5390625,regularized_coulomb
143,3.8154296875,3.40771484375,0.23740234375,0.0179052734375,19.98046875,44.3798828125,-922.8515625,680.6640625,56.2890625,regularized_coulomb
144,1.8642578125,3.40771484375,0.23740234375,0.0179052734375,19.98046875,44.3798828125,-922.8515625,680.6640625,56.2890625,regularized_coulomb
145,3.8154296875,3.43310546875,0.23740234375,0.0179052734375,19.98046875,44.3798828125,-922.8515625,680.6640625,56.2890625,regularized_coulomb
146,3.8154296875,3.40771484375,0.57431640625,0.0179052734375,19.98046875,44.3798828125,-922.8515625,680.6640625,56.2890625,regularized_coulomb
147,3.8154296875,3.40771484375,0.23740234375,0.0348583984375,19.98046875,44.3798828125,-922.8515625,680.6640625,56.2890625,regularized_coulomb
148,3.8154296875,3.40771484375,0.23740234375,0.0179052734375,12.05078125,44.3798828125,-922.8515625,680.6640625,56.2890625,regularized_coulomb
149,3.8154296875,3.40771484375,0.23740234375,0.0179052734375,19.98046875,41.4990234375,-922.8515625,680.6640625,56.2890625,regularized_coulomb
150,3.8154296875,3.40771484375,0.23740234375,0.0179052734375,19.98046875,44.3798828125,-223.6328125,680.6640625,56.2890625,regularized_coulomb
151,3.8154296875,3.40771484375,0.23740234375,0.0179052734375,19.98046875,44.3798828125,-922.8515625,250.9765625,56.2890625,regularized_coulomb
152,3.8154296875,3.40771484375,0.23740234375,0.0179052734375,19.98046875,44.3798828125,-922.8515625,680.6640625,57.5390625,regularized_coulomb
153,1.8642578125,3.43310546875,0.57431640625,0.0348583984375,12.05078125,41.4990234375,-223.6328125,250.9765625,57.5390625,regularized_coulomb
154,3.0654296875,3.03271484375,0.61240234375,0.0441552734375,14.98046875,43.1298828125,-172.8515625,930.6640625,46.2890625,regularized_coulomb
155,1.1142578125,3.03271484375,0.61240234375,0.0441552734375,14.98046875,43.1298828125,-172.8515625,930.6640625,46.2890625,regularized_coulomb
156,3.0654296875,3.30810546875,0.61240234375,0.0441552734375,14.98046875,43.1298828125,-172.8515625,930.6640625,46.2890625,regularized_coulomb
157,3.0654296875,3.03271484375,0.44931640625,0.0441552734375,14.98046875,43.1298828125,-172.8515625,930.6640625,46.2890625,regularized_coulomb
158,3.0654296875,3.03271484375,0.61240234375,0.0261083984375,14.98046875,43.1298828125,-172.8515625,930.6640625,46.2890625,regularized_coulomb
159,3.0654296875,3.03271484375,0.61240234375,0.0441552734375,27.05078125,43.1298828125,-172.8515625,930.6640625,46.2890625,regularized_coulomb
160,3.0654296875,3.03271484375,0.61240234375,0.0441552734375,14.98046875,40.2490234375,-172.8515625,930.6640625,46.2890625,regularized_coulomb
161,3.0654296875,3.03271484375,0.61240234375,0.0441552734375,14.98046875,43.1298828125,-973.6328125,930.6640625,46.2890625,regularized_coulomb
162,3.0654296875,3.03271484375,0.61240234375,0.0441552734375,14.98046875,43.1298828125,-172.8515625,0.9765625,46.2890625,regularized_coulomb
163,3.0654296875,3.03271484375,0.61240234375,0.0441552734375,14.98046875,43.1298828125,-172.8515625,930.6640625,67.5390625,regularized_coulomb
164,1.1142578125,3.30810546875,0.44931640625,0.0261083984375,27.05078125,40.2490234375,-973.6328125,0.9765625,67.5390625,regularized_coulomb
165,1.5654296875,3.28271484375,0.36240234375,0.0266552734375,24.98046875,40.6298828125,-672.8515625,430.6640625,66.2890625,regularized_coulomb
166,2.6142578125,3.28271484375,0.36240234375,0.0266552734375,24.98046875,40.6298828125,-672.8515625,430.6640625,66.2890625,regularized_coulomb
167,1.5654296875,3.05810546875,0.36240234375,0.0266552734375,24.98046875,40.6298828125,-672.8515625,430.6640625,66.2890625,regularized_coulomb
168,1.5654296875,3.28271484375,0.19931640625,0.0266552734375,24.98046875,40.6298828125,-672.8515625,430.6640625,66.2890625,regularized_coulomb
169,1.5654296875,3.28271484375,0.36240234375,0.0436083984375,24.98046875,40.6298828125,-672.8515625,430.6640625,66.2890625,regularized_coulomb
170,1.5654296875,3.28271484375,0.36240234375,0.0266552734375,17.05078125,40.6298828125,-672.8515625,430.6640625,66.2890625,regularized_coulomb
171,1.5654296875,3.28271484375,0.36240234375,0.0266552734375,24.98046875,42.7490234375,-672.8515625,430.6640625,66.2890625,regularized_coulomb
172,1.5654296875,3.28271484375,0.36240234375,0.0266552734375,24.98046875,40.6298828125,-473.6328125,430.6640625,66.2890625,regularized_coulomb
173,1.5654296875,3.28271484375,0.36240234375,0.0266552734375,24.98046875,40.6298828125,-672.8515625,500.9765625,66.2890625,regularized_coulomb
174,1.5654296875,3.28271484375,0.36240234375,0.0266552734375,24.98046875,40.6298828125,-672.8515625,430.6640625,47.5390625,regularized_coulomb
175,2.6142578125,3.05810546875,0.19931640625,0.0436083984375,17.05078125,42.7490234375,-473.6328125,500.9765625,47.5390625,regularized_coulomb
176,1.3779296875,3.18896484375,0.64365234375,0.0157177734375,11.23046875,40.3173828125,-485.3515625,243.1640625,78.7890625,regularized_coulomb
177,1.6767578125,3.18896484375,0.64365234375,0.0157177734375,11.23046875,40.3173828125,-485.3515625,243.1640625,78.7890625,regularized_coulomb
178,1.3779296875,3.02685546875,0.64365234375,0.0157177734375,11.23046875,40.3173828125,-485.3515625,243.1640625,78.7890625,regularized_coulomb
179,1.3779296875,3.18896484375,0.23056640625,0.0157177734375,11.23046875,40.3173828125,-485.3515625,243.1640625,78.7890625,regularized_coulomb
180,1.3779296875,3.18896484375,0.64365234375,0.0326708984375,11.23046875,40.3173828125,-485.3515625,243.1640625,78.7890625,regularized_coulomb
181,1.3779296875,3.18896484375,0.64365234375,0.0157177734375,25.80078125,40.3173828125,-485.3515625,243.1640625,78.7890625,regularized_coulomb
182,1.3779296875,3.18896484375,0.64365234375,0.0157177734375,11.23046875,42.4365234375,-485.3515625,243.1640625,78.7890625,regularized_coulomb
183,1.3779296875,3.18896484375,0.64365234375,0.0157177734375,11.23046875,40.3173828125,-661.1328125,243.1640625,78.7890625,regularized_coulomb
184,1.3779296875,3.18896484375,0.64365234375,0.0157177734375,11.23046875,40.3173828125,-485.3515625,438.4765625,78.7890625,regularized_coulomb
185,1.3779296875,3.18896484375,0.64365234375,0.0157177734375,11.23046875,40.3173828125,-485.3515625,243.1640625,70.0390625,regularized_coulomb
186,1.6767578125,3.02685546875,0.23056640625,0.0326708984375,25.80078125,42.4365234375,-661.1328125,438.4765625,70.0390625,regularized_coulomb
187,2.8779296875,3.43896484375,0.39365234375,0.0332177734375,21.23046875,42.8173828125,-985.3515625,743.1640625,58.7890625,regularized_coulomb
188,3.1767578125,3.43896484375,0.39365234375,0.0332177734375,21.23046875,42.8173828125,-985.3515625,743.1640625,58.7890625,regularized_coulomb
189,2.8779296875,3.27685546875,0.39365234375,0.0332177734375,21.23046875,42.8173828125,-985.3515625,743.1640625,58.7890625,regularized_coulomb
190,2.8779296875,3.43896484375,0.48056640625,0.0332177734375,21.23046875,42.8173828125,-985.3515625,743.1640625,58.7890625,regularized_coulomb
191,2.8779296875,3.43896484375,0.39365234375,0.0151708984375,21.23046875,42.8173828125,-985.3515625,743.1640625,58.7890625,regularized_coulomb
