id,SIAE,SSAN,PPQ,TEFO,PHIMIN,ZMIN,ZMAX
67,1.41015625,3.478515625,0.367578125,0.01896484375,25.546875,-199.21875,488.28125
68,1.41015625,3.478515625,0.367578125,0.01732421875,22.265625,-199.21875,488.28125
69,1.41015625,3.478515625,0.367578125,0.01732421875,25.546875,-558.59375,488.28125
70,1.41015625,3.478515625,0.367578125,0.01732421875,25.546875,-199.21875,503.90625
71,2.86328125,3.365234375,0.383984375,0.01896484375,22.265625,-558.59375,503.90625
72,1.59765625,3.009765625,0.761328125,0.02388671875,19.296875,-11.71875,675.78125
73,3.42578125,3.009765625,0.761328125,0.02388671875,19.296875,-11.71875,675.78125
74,1.59765625,3.458984375,0.761328125,0.02388671875,19.296875,-11.71875,675.78125
75,1.59765625,3.009765625,0.602734375,0.02388671875,19.296875,-11.71875,675.78125
76,1.59765625,3.009765625,0.761328125,0.01677734375,19.296875,-11.71875,675.78125
77,1.59765625,3.009765625,0.761328125,0.02388671875,23.515625,-11.71875,675.78125
78,1.59765625,3.009765625,0.761328125,0.02388671875,19.296875,-871.09375,675.78125
79,1.59765625,3.009765625,0.761328125,0.02388671875,19.296875,-11.71875,66.40625
80,3.42578125,3.458984375,0.602734375,0.01677734375,23.515625,-871.09375,66.40625
81,3.09765625,3.259765625,0.411328125,0.04138671875,29.296875,-511.71875,175.78125
82,1.92578125,3.259765625,0.411328125,0.04138671875,29.296875,-511.71875,175.78125
83,3.09765625,3.208984375,0.411328125,0.04138671875,29.296875,-511.71875,175.78125
84,3.09765625,3.259765625,0.252734375,0.04138671875,29.296875,-511.71875,175.78125
85,3.09765625,3.259765625,0.411328125,0.03427734375,29.296875,-511.71875,175.78125
86,3.09765625,3.259765625,0.411328125,0.04138671875,13.515625,-511.71875,175.78125
87,3.09765625,3.259765625,0.411328125,0.04138671875,29.296875,-371.09375,175.78125
88,3.09765625,3.259765625,0.411328125,0.04138671875,29.296875,-511.71875,566.40625
89,1.92578125,3.208984375,0.252734375,0.03427734375,13.515625,-371.09375,566.40625
90,3.84765625,3.134765625,0.936328125,0.01513671875,24.296875,-761.71875,925.78125
91,1.17578125,3.134765625,0.936328125,0.01513671875,24.296875,-761.71875,925.78125
92,3.84765625,3.083984375,0.936328125,0.01513671875,24.296875,-761.71875,925.78125
93,3.84765625,3.134765625,0.427734375,0.01513671875,24.296875,-761.71875,925.78125
94,3.84765625,3.134765625,0.936328125,0.04302734375,24.296875,-761.71875,925.78125
95,3.84765625,3.134765625,0.936328125,0.01513671875,18.515625,-761.71875,925.78125
96,3.84765625,3.134765625,0.936328125,0.01513671875,24.296875,-621.09375,925.78125
97,3.84765625,3.134765625,0.936328125,0.01513671875,24.296875,-761.71875,316.40625
98,1.17578125,3.083984375,0.427734375,0.04302734375,18.515625,-621.09375,316.40625
99,2.34765625,3.384765625,0.586328125,0.03263671875,14.296875,-261.71875,425.78125
100,2.67578125,3.384765625,0.586328125,0.03263671875,14.296875,-261.71875,425.78125
101,2.34765625,3.333984375,0.586328125,0.03263671875,14.296875,-261.71875,425.78125
102,2.34765625,3.384765625,0.777734375,0.03263671875,14.296875,-261.71875,425.78125
103,2.34765625,3.384765625,0.586328125,0.02552734375,14.296875,-261.71875,425.78125
104,2.34765625,3.384765625,0.586328125,0.03263671875,28.515625,-261.71875,425.78125
105,2.34765625,3.384765625,0.586328125,0.03263671875,14.296875,-121.09375,425.78125
106,2.34765625,3.384765625,0.586328125,0.03263671875,14.296875,-261.71875,816.40625
107,2.67578125,3.333984375,0.777734375,0.02552734375,28.515625,-121.09375,816.40625
108,1.97265625,3.197265625,0.323828125,0.037011718750000006,11.796875,-136.71875,800.78125
109,1.55078125,3.197265625,0.323828125,0.037011718750000006,11.796875,-136.71875,800.78125
110,1.97265625,3.021484375,0.323828125,0.037011718750000006,11.796875,-136.71875,800.78125
111,1.97265625,3.197265625,0.340234375,0.037011718750000006,11.796875,-136.71875,800.78125
112,1.97265625,3.197265625,0.323828125,0.04740234375,11.796875,-136.71875,800.78125
113,1.97265625,3.197265625,0.323828125,0.037011718750000006,26.015625,-136.71875,800.78125
114,1.97265625,3.197265625,0.323828125,0.037011718750000006,11.796875,-746.09375,800.78125
115,1.97265625,3.197265625,0.323828125,0.037011718750000006,11.796875,-136.71875,691.40625
116,1.55078125,3.021484375,0.340234375,0.04740234375,26.015625,-746.09375,691.40625
117,3.47265625,3.447265625,0.673828125,0.01951171875,21.796875,-636.71875,300.78125
118,3.05078125,3.447265625,0.673828125,0.01951171875,21.796875,-636.71875,300.78125
119,3.47265625,3.271484375,0.673828125,0.01951171875,21.796875,-636.71875,300.78125
120,3.47265625,3.447265625,0.690234375,0.01951171875,21.796875,-636.71875,300.78125
121,3.47265625,3.447265625,0.673828125,0.02990234375,21.796875,-636.71875,300.78125
122,3.47265625,3.447265625,0.673828125,0.01951171875,16.015625,-636.71875,300.78125
123,3.47265625,3.447265625,0.673828125,0.01951171875,21.796875,-246.09375,300.78125
124,3.47265625,3.447265625,0.673828125,0.01951171875,21.796875,-636.71875,191.40625
125,3.05078125,3.271484375,0.690234375,0.02990234375,16.015625,-246.09375,191.40625
126,2.72265625,3.072265625,0.49882812499999996,0.04576171875,26.796875,-886.71875,550.78125
127,3.80078125,3.072265625,0.49882812499999996,0.04576171875,26.796875,-886.71875,550.78125
128,2.72265625,3.396484375,0.49882812499999996,0.04576171875,26.796875,-886.71875,550.78125
129,2.72265625,3.072265625,0.865234375,0.04576171875,26.796875,-886.71875,550.78125
130,2.72265625,3.072265625,0.49882812499999996,0.02115234375,26.796875,-886.71875,550.78125
131,2.72265625,3.072265625,0.49882812499999996,0.04576171875,11.015625,-886.71875,550.78125
132,2.72265625,3.072265625,0.49882812499999996,0.04576171875,26.796875,-996.09375,550.78125
133,2.72265625,3.072265625,0.49882812499999996,0.04576171875,26.796875,-886.71875,941.40625
134,3.80078125,3.396484375,0.865234375,0.02115234375,11.015625,-996.09375,941.40625
135,1.22265625,3.322265625,0.8488281249999999,0.02826171875,16.796875,-386.71875,50.78125
136,2.30078125,3.322265625,0.8488281249999999,0.02826171875,16.796875,-386.71875,50.78125
137,1.22265625,3.146484375,0.8488281249999999,0.02826171875,16.796875,-386.71875,50.78125
138,1.22265625,3.322265625,0.5152343749999999,0.02826171875,16.796875,-386.71875,50.78125
139,1.22265625,3.322265625,0.8488281249999999,0.03865234375,16.796875,-386.71875,50.78125
140,1.22265625,3.322265625,0.8488281249999999,0.02826171875,21.015625,-386.71875,50.78125
141,1.22265625,3.322265625,0.8488281249999999,0.02826171875,16.796875,-496.09375,50.78125
142,1.22265625,3.322265625,0.8488281249999999,0.02826171875,16.796875,-386.71875,441.40625
143,2.30078125,3.146484375,0.5152343749999999,0.03865234375,21.015625,-496.09375,441.40625
144,1.31640625,3.087890625,0.38945312499999996,0.03591796875,23.671875,-667.96875,332.03125
145,3.70703125,3.087890625,0.38945312499999996,0.03591796875,23.671875,-667.96875,332.03125
146,1.31640625,3.193359375,0.38945312499999996,0.03591796875,23.671875,-667.96875,332.03125
147,1.31640625,3.087890625,0.9308593749999999,0.03591796875,23.671875,-667.96875,332.03125
148,1.31640625,3.087890625,0.38945312499999996,0.03755859375,23.671875,-667.96875,332.03125
149,1.31640625,3.087890625,0.38945312499999996,0.03591796875,26.640625,-667.96875,332.03125
150,1.31640625,3.087890625,0.38945312499999996,0.03591796875,23.671875,-527.34375,332.03125
151,1.31640625,3.087890625,0.38945312499999996,0.03591796875,23.671875,-667.96875,285.15625
152,3.70703125,3.193359375,0.9308593749999999,0.03755859375,26.640625,-527.34375,285.15625
153,2.81640625,3.337890625,0.739453125,0.01841796875,13.671875,-167.96875,832.03125
154,2.20703125,3.337890625,0.739453125,0.01841796875,13.671875,-167.96875,832.03125
155,2.81640625,3.443359375,0.739453125,0.01841796875,13.671875,-167.96875,832.03125
156,2.81640625,3.337890625,0.580859375,0.01841796875,13.671875,-167.96875,832.03125
157,2.81640625,3.337890625,0.739453125,0.02005859375,13.671875,-167.96875,832.03125
158,2.81640625,3.337890625,0.739453125,0.01841796875,16.640625,-167.96875,832.03125
159,2.81640625,3.337890625,0.739453125,0.01841796875,13.671875,-27.34375,832.03125
160,2.81640625,3.337890625,0.739453125,0.01841796875,13.671875,-167.96875,785.15625
161,2.20703125,3.443359375,0.580859375,0.02005859375,16.640625,-27.34375,785.15625
162,3.56640625,3.212890625,0.564453125,0.04466796875,18.671875,-417.96875,82.03125
163,1.45703125,3.212890625,0.564453125,0.04466796875,18.671875,-417.96875,82.03125
164,3.56640625,3.318359375,0.564453125,0.04466796875,18.671875,-417.96875,82.03125
165,3.56640625,3.212890625,0.405859375,0.04466796875,18.671875,-417.96875,82.03125
166,3.56640625,3.212890625,0.564453125,0.02880859375,18.671875,-417.96875,82.03125
167,3.56640625,3.212890625,0.564453125,0.04466796875,11.640625,-417.96875,82.03125
168,3.56640625,3.212890625,0.564453125,0.04466796875,18.671875,-777.34375,82.03125
169,3.56640625,3.212890625,0.564453125,0.04466796875,18.671875,-417.96875,35.15625
170,1.45703125,3.318359375,0.405859375,0.02880859375,11.640625,-777.34375,35.15625
171,2.06640625,3.462890625,0.914453125,0.02716796875,28.671875,-917.96875,582.03125
172,2.95703125,3.462890625,0.914453125,0.02716796875,28.671875,-917.96875,582.03125
173,2.06640625,3.068359375,0.914453125,0.02716796875,28.671875,-917.96875,582.03125
174,2.06640625,3.462890625,0.755859375,0.02716796875,28.671875,-917.96875,582.03125
175,2.06640625,3.462890625,0.914453125,0.04630859375,28.671875,-917.96875,582.03125
176,2.06640625,3.462890625,0.914453125,0.02716796875,21.640625,-917.96875,582.03125
177,2.06640625,3.462890625,0.914453125,0.02716796875,28.671875,-277.34375,582.03125
178,2.06640625,3.462890625,0.914453125,0.02716796875,28.671875,-917.96875,535.15625
179,2.95703125,3.068359375,0.755859375,0.04630859375,21.640625,-277.34375,535.15625
180,2.44140625,3.150390625,0.6519531249999999,0.03154296875,26.171875,-542.96875,207.03125
181,1.08203125,3.150390625,0.6519531249999999,0.03154296875,26.171875,-542.96875,207.03125
182,2.44140625,3.255859375,0.6519531249999999,0.03154296875,26.171875,-542.96875,207.03125
183,2.44140625,3.150390625,0.493359375,0.03154296875,26.171875,-542.96875,207.03125
184,2.44140625,3.150390625,0.6519531249999999,0.02443359375,26.171875,-542.96875,207.03125
185,2.44140625,3.150390625,0.6519531249999999,0.03154296875,24.140625,-542.96875,207.03125
186,2.44140625,3.150390625,0.6519531249999999,0.03154296875,26.171875,-902.34375,207.03125
187,2.44140625,3.150390625,0.6519531249999999,0.03154296875,26.171875,-542.96875,910.15625
188,1.08203125,3.255859375,0.493359375,0.02443359375,24.140625,-902.34375,910.15625
189,3.94140625,3.400390625,0.301953125,0.049042968750000006,16.171875,-42.96875,707.03125
190,2.58203125,3.400390625,0.301953125,0.049042968750000006,16.171875,-42.96875,707.03125
191,3.94140625,3.005859375,0.301953125,0.049042968750000006,16.171875,-42.96875,707.03125
192,3.94140625,3.400390625,0.8433593749999999,0.049042968750000006,16.171875,-42.96875,707.03125
193,3.94140625,3.400390625,0.301953125,0.04193359375,16.171875,-42.96875,707.03125
194,3.94140625,3.400390625,0.301953125,0.049042968750000006,14.140625,-42.96875,707.03125
195,3.94140625,3.400390625,0.301953125,0.049042968750000006,16.171875,-402.34375,707.03125
196,3.94140625,3.400390625,0.301953125,0.049042968750000006,16.171875,-42.96875,410.15625
197,2.58203125,3.005859375,0.8433593749999999,0.04193359375,14.140625,-402.34375,410.15625
198,3.19140625,3.025390625,0.826953125,0.02279296875,11.171875,-292.96875,457.03125
199,3.33203125,3.025390625,0.826953125,0.02279296875,11.171875,-292.96875,457.03125
200,3.19140625,3.130859375,0.826953125,0.02279296875,11.171875,-292.96875,457.03125
201,3.19140625,3.025390625,0.668359375,0.02279296875,11.171875,-292.96875,457.03125
202,3.19140625,3.025390625,0.826953125,0.033183593750000004,11.171875,-292.96875,457.03125
203,3.19140625,3.025390625,0.826953125,0.02279296875,19.140625,-292.96875,457.03125
204,3.19140625,3.025390625,0.826953125,0.02279296875,11.171875,-652.34375,457.03125
205,3.19140625,3.025390625,0.826953125,0.02279296875,11.171875,-292.96875,660.15625
206,3.33203125,3.130859375,0.668359375,0.033183593750000004,19.140625,-652.34375,660.15625
207,1.69140625,3.275390625,0.476953125,0.040292968750000005,21.171875,-792.96875,957.03125
208,1.83203125,3.275390625,0.476953125,0.040292968750000005,21.171875,-792.96875,957.03125
209,1.69140625,3.380859375,0.476953125,0.040292968750000005,21.171875,-792.96875,957.03125
210,1.69140625,3.275390625,0.318359375,0.040292968750000005,21.171875,-792.96875,957.03125
211,1.69140625,3.275390625,0.476953125,0.01568359375,21.171875,-792.96875,957.03125
212,1.69140625,3.275390625,0.476953125,0.040292968750000005,29.140625,-792.96875,957.03125
213,1.69140625,3.275390625,0.476953125,0.040292968750000005,21.171875,-152.34375,957.03125
214,1.69140625,3.275390625,0.476953125,0.040292968750000005,21.171875,-792.96875,160.15625
215,1.83203125,3.380859375,0.318359375,0.01568359375,29.140625,-152.34375,160.15625
216,1.50390625,3.244140625,0.783203125,0.046855468750000004,14.921875,-980.46875,144.53125
217,1.26953125,3.244140625,0.783203125,0.046855468750000004,14.921875,-980.46875,144.53125
218,1.50390625,3.287109375,0.783203125,0.046855468750000004,14.921875,-980.46875,144.53125
219,1.50390625,3.244140625,0.712109375,0.046855468750000004,14.921875,-980.46875,144.53125
220,1.50390625,3.244140625,0.783203125,0.01787109375,14.921875,-980.46875,144.53125
221,1.50390625,3.244140625,0.783203125,0.046855468750000004,25.390625,-980.46875,144.53125
222,1.50390625,3.244140625,0.783203125,0.046855468750000004,14.921875,-464.84375,144.53125
223,1.50390625,3.244140625,0.783203125,0.046855468750000004,14.921875,-980.46875,722.65625
224,1.26953125,3.287109375,0.712109375,0.01787109375,25.390625,-464.84375,722.65625
225,3.00390625,3.494140625,0.433203125,0.029355468750000002,24.921875,-480.46875,644.53125
226,2.76953125,3.494140625,0.433203125,0.029355468750000002,24.921875,-480.46875,644.53125
227,3.00390625,3.037109375,0.433203125,0.029355468750000002,24.921875,-480.46875,644.53125
228,3.00390625,3.494140625,0.362109375,0.029355468750000002,24.921875,-480.46875,644.53125
229,3.00390625,3.494140625,0.433203125,0.03537109375,24.921875,-480.46875,644.53125
230,3.00390625,3.494140625,0.433203125,0.029355468750000002,15.390625,-480.46875,644.53125
231,3.00390625,3.494140625,0.433203125,0.029355468750000002,24.921875,-964.84375,644.53125
232,3.00390625,3.494140625,0.433203125,0.029355468750000002,24.921875,-480.46875,222.65625
233,2.76953125,3.037109375,0.362109375,0.03537109375,15.390625,-964.84375,222.65625
234,3.75390625,3.119140625,0.608203125,0.03810546875,29.921875,-230.46875,394.53125
235,3.51953125,3.119140625,0.608203125,0.03810546875,29.921875,-230.46875,394.53125
236,3.75390625,3.162109375,0.608203125,0.03810546875,29.921875,-230.46875,394.53125
237,3.75390625,3.119140625,0.537109375,0.03810546875,29.921875,-230.46875,394.53125
238,3.75390625,3.119140625,0.608203125,0.04412109375000001,29.921875,-230.46875,394.53125
239,3.75390625,3.119140625,0.608203125,0.03810546875,10.390625,-230.46875,394.53125
240,3.75390625,3.119140625,0.608203125,0.03810546875,29.921875,-214.84375,394.53125
241,3.75390625,3.119140625,0.608203125,0.03810546875,29.921875,-230.46875,972.65625
242,3.51953125,3.162109375,0.537109375,0.04412109375000001,10.390625,-214.84375,972.65625
243,2.25390625,3.369140625,0.258203125,0.02060546875,19.921875,-730.46875,894.53125
244,2.01953125,3.369140625,0.258203125,0.02060546875,19.921875,-730.46875,894.53125
245,2.25390625,3.412109375,0.258203125,0.02060546875,19.921875,-730.46875,894.53125
246,2.25390625,3.369140625,0.887109375,0.02060546875,19.921875,-730.46875,894.53125
247,2.25390625,3.369140625,0.258203125,0.026621093749999998,19.921875,-730.46875,894.53125
248,2.25390625,3.369140625,0.258203125,0.02060546875,20.390625,-730.46875,894.53125
249,2.25390625,3.369140625,0.258203125,0.02060546875,19.921875,-714.84375,894.53125
250,2.25390625,3.369140625,0.258203125,0.02060546875,19.921875,-730.46875,472.65625
251,2.01953125,3.412109375,0.887109375,0.026621093749999998,20.390625,-714.84375,472.65625
252,1.87890625,3.056640625,0.520703125,0.01623046875,17.421875,-855.46875,269.53125
253,3.89453125,3.056640625,0.520703125,0.01623046875,17.421875,-855.46875,269.53125
254,1.87890625,3.224609375,0.520703125,0.01623046875,17.421875,-855.46875,269.53125
255,1.87890625,3.056640625,0.274609375,0.01623046875,17.421875,-855.46875,269.53125
256,1.87890625,3.056640625,0.520703125,0.048496093750000004,17.421875,-855.46875,269.53125
257,1.87890625,3.056640625,0.520703125,0.01623046875,22.890625,-855.46875,269.53125
258,1.87890625,3.056640625,0.520703125,0.01623046875,17.421875,-89.84375,269.53125
259,1.87890625,3.056640625,0.520703125,0.01623046875,17.421875,-855.46875,97.65625
260,3.89453125,3.224609375,0.274609375,0.048496093750000004,22.890625,-89.84375,97.65625
261,3.37890625,3.306640625,0.8707031249999999,0.033730468750000006,27.421875,-355.46875,769.53125
262,2.39453125,3.306640625,0.8707031249999999,0.033730468750000006,27.421875,-355.46875,769.53125
263,3.37890625,3.474609375,0.8707031249999999,0.033730468750000006,27.421875,-355.46875,769.53125
264,3.37890625,3.306640625,0.6246093749999999,0.033730468750000006,27.421875,-355.46875,769.53125
265,3.37890625,3.306640625,0.8707031249999999,0.030996093750000002,27.421875,-355.46875,769.53125
266,3.37890625,3.306640625,0.8707031249999999,0.033730468750000006,12.890625,-355.46875,769.53125
267,3.37890625,3.306640625,0.8707031249999999,0.033730468750000006,27.421875,-589.84375,769.53125
268,3.37890625,3.306640625,0.8707031249999999,0.033730468750000006,27.421875,-355.46875,597.65625
269,2.39453125,3.474609375,0.6246093749999999,0.030996093750000002,12.890625,-589.84375,597.65625
270,2.62890625,3.181640625,0.345703125,0.02498046875,22.421875,-105.46875,19.53125
271,1.64453125,3.181640625,0.345703125,0.02498046875,22.421875,-105.46875,19.53125
272,2.62890625,3.349609375,0.345703125,0.02498046875,22.421875,-105.46875,19.53125
273,2.62890625,3.181640625,0.799609375,0.02498046875,22.421875,-105.46875,19.53125
274,2.62890625,3.181640625,0.345703125,0.02224609375,22.421875,-105.46875,19.53125
275,2.62890625,3.181640625,0.345703125,0.02498046875,17.890625,-105.46875,19.53125
276,2.62890625,3.181640625,0.345703125,0.02498046875,22.421875,-339.84375,19.53125
277,2.62890625,3.181640625,0.345703125,0.02498046875,22.421875,-105.46875,347.65625
278,1.64453125,3.349609375,0.799609375,0.02224609375,17.890625,-339.84375,347.65625
279,1.12890625,3.431640625,0.695703125,0.04248046875,12.421875,-605.46875,519.53125
280,3.14453125,3.431640625,0.695703125,0.04248046875,12.421875,-605.46875,519.53125
281,1.12890625,3.099609375,0.695703125,0.04248046875,12.421875,-605.46875,519.53125
282,1.12890625,3.431640625,0.449609375,0.04248046875,12.421875,-605.46875,519.53125
283,1.12890625,3.431640625,0.695703125,0.03974609375,12.421875,-605.46875,519.53125
284,1.12890625,3.431640625,0.695703125,0.04248046875,27.890625,-605.46875,519.53125
285,1.12890625,3.431640625,0.695703125,0.04248046875,12.421875,-839.84375,519.53125
286,1.12890625,3.431640625,0.695703125,0.04248046875,12.421875,-605.46875,847.65625
287,3.14453125,3.099609375,0.449609375,0.03974609375,27.890625,-839.84375,847.65625
288,1.17578125,3.033203125,0.947265625,0.04083984375,25.234375,-746.09375,66.40625
289,2.72265625,3.033203125,0.947265625,0.04083984375,25.234375,-746.09375,66.40625
290,1.17578125,3.451171875,0.947265625,0.04083984375,25.234375,-746.09375,66.40625
291,1.17578125,3.033203125,0.854296875,0.04083984375,25.234375,-746.09375,66.40625
292,1.17578125,3.033203125,0.947265625,0.04466796875,25.234375,-746.09375,66.40625
293,1.17578125,3.033203125,0.947265625,0.04083984375,15.703125,-746.09375,66.40625
294,1.17578125,3.033203125,0.947265625,0.04083984375,25.234375,-355.46875,66.40625
295,1.17578125,3.033203125,0.947265625,0.04083984375,25.234375,-746.09375,113.28125
296,2.72265625,3.451171875,0.854296875,0.04466796875,15.703125,-355.46875,113.28125
297,2.67578125,3.283203125,0.5972656249999999,0.02333984375,15.234375,-246.09375,566.40625
298,1.22265625,3.283203125,0.5972656249999999,0.02333984375,15.234375,-246.09375,566.40625
299,2.67578125,3.201171875,0.5972656249999999,0.02333984375,15.234375,-246.09375,566.40625
300,2.67578125,3.283203125,0.504296875,0.02333984375,15.234375,-246.09375,566.40625
301,2.67578125,3.283203125,0.5972656249999999,0.02716796875,15.234375,-246.09375,566.40625
302,2.67578125,3.283203125,0.5972656249999999,0.02333984375,25.703125,-246.09375,566.40625
303,2.67578125,3.283203125,0.5972656249999999,0.02333984375,15.234375,-855.46875,566.40625
304,2.67578125,3.283203125,0.5972656249999999,0.02333984375,15.234375,-246.09375,613.28125
305,1.22265625,3.201171875,0.504296875,0.02716796875,25.703125,-855.46875,613.28125
306,3.42578125,3.158203125,0.772265625,0.04958984375,10.234375,-496.09375,316.40625
307,1.97265625,3.158203125,0.772265625,0.04958984375,10.234375,-496.09375,316.40625
308,3.42578125,3.076171875,0.772265625,0.04958984375,10.234375,-496.09375,316.40625
309,3.42578125,3.158203125,0.329296875,0.04958984375,10.234375,-496.09375,316.40625
310,3.42578125,3.158203125,0.772265625,0.01841796875,10.234375,-496.09375,316.40625
311,3.42578125,3.158203125,0.772265625,0.04958984375,20.703125,-496.09375,316.40625
312,3.42578125,3.158203125,0.772265625,0.04958984375,10.234375,-105.46875,316.40625
313,3.42578125,3.158203125,0.772265625,0.04958984375,10.234375,-496.09375,363.28125
314,1.97265625,3.076171875,0.329296875,0.01841796875,20.703125,-105.46875,363.28125
315,1.92578125,3.408203125,0.422265625,0.03208984375,20.234375,-996.09375,816.40625
